SampleID	Species	Latitude	Longitude	Altitude_m	Datum	Date	Seed	Collectors	Location	Comments	Trip_Comments
NSW0641	Eucalyptus sideroxylon/tricarpa	-36.65971658	145.0181855	162.827759	WGS84	24-NOV-19 1:25:34PM	Y	Helen Bothwell & Kevin Murray	Rushworth-Nagambie Rd	"Leaves look much more typical, longer, tougher, more gray; lots of 5/6-valved fruits; couple white flowers"	
NSW0643	Eucalyptus sideroxylon/tricarpa	-36.6739908	145.0166211	170.518188	WGS84	24-NOV-19 1:41:00PM	Y	Helen Bothwell & Kevin Murray	Rushworth-Nagambie Rd	"TONS of 5-valved fruits; good typical larger tougher leaves, some small too; peduncles in 3s"	
NSW0645	Eucalyptus tricarpa	-36.7236042	145.0350827	174.363525	WGS84	24-NOV-19 2:03:33PM	Y	Helen Bothwell & Kevin Murray	Rushworth-Nagambie Rd	LOTS of 5-valved fruits; more trees through this section with good fruit load	
NSW0646	Eucalyptus tricarpa	-36.74485945	145.0508309	175.805542	WGS84	24-NOV-19 2:22:25PM	Y	Helen Bothwell & Kevin Murray	Rushworth-Nagambie Rd	Quite a few 5/6 fruits	
NSW0647	Eucalyptus melliodora	-36.79821152	145.0451716	146.966187	WGS84	24-NOV-19 2:34:01PM	Y	Helen Bothwell & Kevin Murray	Rushworth-Nagambie Rd	TONS of 4/5 fruit; prolific flowering; 7 axial and terminal inflor.	
NSW0648	Eucalyptus sideroxylon/tricarpa	-36.81190739	145.0158986	179.4104	WGS84	24-NOV-19 2:44:49PM	Y	Helen Bothwell & Kevin Murray	"W on C344, @ Delaney Rd. crossing"	"Many 5/6-valved fruits, fruit on young side"	
NSW0650	Eucalyptus melliodora	-36.85160223	144.8751731	160.424561	WGS84	24-NOV-19 3:12:26PM	Y	Helen Bothwell & Kevin Murray	W on C344	"Good Emel, LOTS of plump 5-valved fruits"	
NSW0655	Eucalyptus sideroxylon/tricarpa hyb??	-37.01049227	144.7784227	303.900269	WGS84	24-NOV-19 4:16:22PM	Y	Helen Bothwell & Kevin Murray	S on B75	Esid/tri?? Hyb w ?? 5-valved cupts; fruits and leaves smaller; umbels of 5; white flowers	
NSW0658	Eucalyptus sideroxylon/tricarpa	-37.01464324	144.831663	293.085449	WGS84	24-NOV-19 4:38:33PM	Y	Helen Bothwell & Kevin Murray	C384	Typical large thick gray leaves; many big 5-valved fruits	
NSW0659	Eucalyptus sideroxylon	-37.02068324	144.8832116	275.78186	WGS84	24-NOV-19 4:57:17PM	F	Helen Bothwell & Kevin Murray	Side road N off C384	"Few 5/6-valved fruits, large fruits and leaves"	
NSW0661	Eucalyptus sideroxylon	-37.00828783	145.0232347	192.388184	WGS84	24-NOV-19 5:24:10PM	Y	Helen Bothwell & Kevin Murray	Just off C384 N side	Lots of good 5-valved fruits; larger tougher gray-green leaves; umbels and white flowers in 6s	
NSW0669	Eucalyptus sideroxylon/tricarpa	-37.06037583	145.0340321	204.644897	WGS84	25-NOV-19 11:06:46AM	F	Helen Bothwell & Kevin Murray	S on Pyalong Rd	"Just a couple fruits, no inflor or flowers"	
NSW0670	Eucalyptus melliodora	-37.07510836	145.03054	171.719849	WGS84	25-NOV-19 11:14:27AM	Y	Helen Bothwell & Kevin Murray	S on Pyalong Rd	"Good Emel, lots of 5-valved fruits on smaller side, heavy w 7 axial inflor, no flowers"	
NSW0673	Eucalyptus melliodora	-37.10889347	144.961597	207.048096	WGS84	25-NOV-19 11:58:38AM	Y	Helen Bothwell & Kevin Murray	S on Pyalong Rd	"Lots of small 4/5 fruits, good ovate leaves, tons of 7 axial inflor"	
NSW0675	Eucalyptus melliodora	-37.18870788	144.9654343	227.235596	WGS84	25-NOV-19 12:33:39PM	Y	Helen Bothwell & Kevin Murray	S on Kilmore-Glenaroua Rd.	"TONS of 5-valved fruits, smallish like all in this area, many fruits almost seem pruned as if in the process of dessicating, leaves much healthier than previous several Emel, good gray-green ovate leaves rather than the longer thinner greener leaves of many previous samples around here"	
NSW0677	Eucalyptus melliodora	-37.21574756	144.9630981	248.144165	WGS84	25-NOV-19 1:06:39PM	Y	Helen Bothwell & Kevin Murray	S on Kilmore-Glenaroua Rd.	"Lots of small 4/5 fruits, leaves hammered with holes/black, many good 7 axial inflor"	
NSW0678	Eucalyptus melliodora	-37.21824068	145.0297231	229.39856	WGS84	25-NOV-19 1:30:43PM	Y	Helen Bothwell & Kevin Murray	S down Dry Creek Rd off C311	"Huge old Emel, TONS of good plump fruit, 7 axial infor, leaves healthy v productive"	
NSW0681	Eucalyptus melliodora	-36.82891527	145.5599929	253.912109	WGS84	25-NOV-19 3:27:38PM	Y	Helen Bothwell & Kevin Murray	W on Longwood-Mansfield Rd	"Good Emel, lots of 5-valved fruits, 1 6-valved, perfect ovate leaves, flowering"	
NSW0682	Eucalyptus melliodora	-36.87820162	145.5925634	270.975342	WGS84	25-NOV-19 3:49:11PM	Y	Helen Bothwell & Kevin Murray	Killeens Hill Rd	Lots of 5-valved fruit	
NSW0685	Eucalyptus melliodora	-36.98823111	145.6909403	364.222534	WGS84	25-NOV-19 4:43:20PM	Y	Helen Bothwell & Kevin Murray	B300 SW then Old Gobur Rd W	"V tall forest, many 4/5-valved fruits but quite small, 7 axial inflor, perfect ovate leaves "	
NSW0687	Eucalyptus melliodora	-36.99042851	145.9890424	336.344482	WGS84	25-NOV-19 5:42:26PM	Y	Helen Bothwell & Kevin Murray	"Long lane off C518/B300, N of road"	"Perfect ovate leaves, 7 axial inflor, heaps of 5-valved fruit, a couple flowers"	
NSW0689	Eucalyptus melliodora	-36.82334994	146.0078204	252.229736	WGS84	25-NOV-19 6:25:11PM	Y	Helen Bothwell & Kevin Murray	Along B300	"Old monster, ~10 5-valved fruits, 7 axial inflor"	
NSW0690	Eucalyptus melliodora	-36.74976647	145.9841084	219.064453	WGS84	25-NOV-19 6:38:47PM	Y	Helen Bothwell & Kevin Murray	Lima E Rd S of Swanpool-Lima Rd	"Huge old Emel, heaps of fruit, 5/6-valved, flowering in 7s"	
NSW0693	Eucalyptus tricarpa	-36.65700881	145.9723619	191.907471	WGS84	25-NOV-19 7:03:24PM	Y	Helen Bothwell & Kevin Murray	W side of B300	"Pink flowers, huge fruits in 3-4s, 5-valved, leaves v large and very green"	
NSW0696	Eucalyptus sideroxylon	-36.25227026	146.2403332	154.175903	WGS84	26-NOV-19 10:27:42AM	Y	Helen Bothwell & Kevin Murray	Boweya Rd.	"Close to NSW0695 but has fruit and healthier looking, perfect Esid leaves, fruits in clusters of 3/4/5"	
NSW0698	Eucalyptus sideroxylon ?	-36.24428691	146.1827203	234.445435	WGS84	26-NOV-19 10:55:57AM	N	Helen Bothwell & Kevin Murray	W on Boweya Ra	"Dead flowers in 3s, leaves a bit smaller than most Esid, v tall tree"	
NSW0700	Eucalyptus sideroxylon	-36.24574788	146.1546351	227.475952	WGS84	26-NOV-19 11:10:49AM	Y	Helen Bothwell & Kevin Murray	Boweyna Creek Rd	"Some fruits in 3s, 6-valved, good leaves"	
NSW0701	Eucalyptus sideroxylon	-36.23739875	146.1312255	197.19458	WGS84	26-NOV-19 11:23:03AM	Y	Helen Bothwell & Kevin Murray	N on Forest Rd	"Some fruit, in 7s!"	
NSW0703	Eucalyptus sideroxylon	-36.20948324	146.1312206	191.186523	WGS84	26-NOV-19 11:44:57AM	Y	Helen Bothwell & Kevin Murray	N on Forest Rd	"Some fruits, bundles of at least 5"	
NSW0704	Eucalyptus sideroxylon	-36.19781404	146.1311256	177.487793	WGS84	26-NOV-19 11:52:51AM	Y	Helen Bothwell & Kevin Murray		"Several fruits, bundles of 3-5"	
NSW0706_1	Eucalyptus melliodora	-36.13261021	146.2054179	129.662598	WGS84	26-NOV-19 12:30:44PM	Y	Helen Bothwell & Kevin Murray	N on Wangaratta-Yarrawonga Rd	"Many 5-valved fruits, TONS of flowers in 7s"	
NSW0706_2	Eucalyptus melliodora	-36.13261021	146.2054179	129.662598	WGS84	26-NOV-19 12:30:44PM	Y	Helen Bothwell & Kevin Murray	N on Wangaratta-Yarrawonga Rd	"Many 5-valved fruits, TONS of flowers in 7s"	
NSW0713	Eucalyptus melliodora	-36.2500022	146.3146025	152.013062	WGS84	26-NOV-19 1:58:23PM	Y	Helen Bothwell & Kevin Murray	Back Estcourt Rd	"Floweing, TONS of fruit!"	
NSW0725	Eucalyptus melliodora	-36.4303427	146.5481197	200.799561	WGS84	26-NOV-19 4:48:34PM	Y	Helen Bothwell & Kevin Murray	Diffy Rd out of Everton 	"HUGE old Emel, fruits, flowering, 7 axial inflor"	
NSW0729	Eucalyptus melliodora	-36.47405047	146.6355561	223.630737	WGS84	26-NOV-19 5:25:41PM	Y	Helen Bothwell & Kevin Murray	E on Bowmans Rd	"Many 5-valved fruits, flowering, 7 axial inflor"	
NSW0731	Eucalyptus melliodora	-36.44887978	146.6900036	334.662231	WGS84	27-NOV-19 12:11:18PM	Y	Helen Bothwell & Kevin Murray	Buckland Gap Rd NE of Myrtleford	"Lots of 5/6-valved fruits, flowering"	
NSW0734	Eucalyptus melliodora	-36.40131961	146.6911364	565.376953	WGS84	27-NOV-19 12:36:56PM	Y	Helen Bothwell & Kevin Murray	Buckland Gap Rd 	"Big old Emel, v productive, lots of 4/5/6-valved fruit, 7 axial inflor., perfect gray-green ovate leaves"	
NSW0735	Eucalyptus sideroxylon	-36.10311831	146.6144493	234.205078	WGS84	27-NOV-19 1:40:34PM	N	Helen Bothwell & Kevin Murray	"N of Chiltern on C381, then E on dirt rd"	"Leaves only, lots of Esid around but all v tall in forest, no seed, leaves real ragged, holes and black necrosis"	
NSW0740	Eucalyptus melliodora	-35.9435879	146.5794818	149.369385	WGS84	27-NOV-19 2:35:47PM	Y	Helen Bothwell & Kevin Murray	N on Howlong-Balldale Rd	"Huge old Emel, lots of 4/5 fruits and juv fruits, done flowering, 7 axial inflor"	
NSW0741	Eucalyptus melliodora	-35.87308243	146.5445732	150.330688	WGS84	27-NOV-19 2:52:33PM	Y	Helen Bothwell & Kevin Murray	N on Howlong-Balldale Rd	"Big old Emel, TONS of 5-valved fruits, flowering"	
NSW0747	Eucalyptus melliodora	-35.76691481	146.5847807	183.976563	WGS84	27-NOV-19 4:12:47PM	Y	Helen Bothwell & Kevin Murray	N on Walbundrie Rd	Plenty of 5/6-valved fruits	
NSW0749	Eucalyptus melliodora	-35.7650464	146.6406681	186.860474	WGS84	27-NOV-19 4:35:51PM	Y	Helen Bothwell & Kevin Murray	Selby Rd E	"SUPER productive, fruits mostly 5-valved, some 6, flowering"	
