library	run	sample	include	Project
NCT_1	2021_Bothwell_novogene_S4	NCT_1	N	HBDecra
NCT_3	2021_Bothwell_novogene_S4	NCT_3	N	HBDecra
NCT	2021_Bothwell_novogene_S4	NCT	N	HBDecra
NSW0020	2021_Bothwell_novogene_S4	NSW0020	Y	HBDecra
NSW0023	2021_Bothwell_novogene_S4	NSW0023	Y	HBDecra
NSW0025	2021_Bothwell_novogene_S4	NSW0025	Y	HBDecra
NSW0030	2021_Bothwell_novogene_S4	NSW0030	Y	HBDecra
NSW0034	2021_Bothwell_novogene_S4	NSW0034	Y	HBDecra
NSW0042	2021_Bothwell_novogene_S4	NSW0042	Y	HBDecra
NSW0043	2021_Bothwell_novogene_S4	NSW0043	Y	HBDecra
NSW0047	2021_Bothwell_novogene_S4	NSW0047	Y	HBDecra
NSW0053	2021_Bothwell_novogene_S4	NSW0053	Y	HBDecra
NSW0054	2021_Bothwell_novogene_S4	NSW0054	Y	HBDecra
NSW0056	2021_Bothwell_novogene_S4	NSW0056	Y	HBDecra
NSW0057	2021_Bothwell_novogene_S4	NSW0057	Y	HBDecra
NSW0058	2021_Bothwell_novogene_S4	NSW0058	Y	HBDecra
NSW0059	2021_Bothwell_novogene_S4	NSW0059	Y	HBDecra
NSW0060	2021_Bothwell_novogene_S4	NSW0060	Y	HBDecra
NSW0061	2021_Bothwell_novogene_S4	NSW0061	Y	HBDecra
NSW0067_1	2021_Bothwell_novogene_S4	NSW0067_1	Y	HBDecra
NSW0067_2	2021_Bothwell_novogene_S4	NSW0067_2	Y	HBDecra
NSW0067_1	2021_Bothwell_novogene_S4	NSW0067	Y	HBDecra
NSW0067_2	2021_Bothwell_novogene_S4	NSW0067	Y	HBDecra
NSW0069	2021_Bothwell_novogene_S4	NSW0069	Y	HBDecra
NSW0074	2021_Bothwell_novogene_S4	NSW0074	Y	HBDecra
NSW0078	2021_Bothwell_novogene_S4	NSW0078	Y	HBDecra
NSW0079	2021_Bothwell_novogene_S4	NSW0079	Y	HBDecra
NSW0082	2021_Bothwell_novogene_S4	NSW0082	Y	HBDecra
NSW0088	2021_Bothwell_novogene_S4	NSW0088	Y	HBDecra
NSW0091	2021_Bothwell_novogene_S4	NSW0091	Y	HBDecra
NSW0093	2021_Bothwell_novogene_S4	NSW0093	Y	HBDecra
NSW0096	2021_Bothwell_novogene_S4	NSW0096	Y	HBDecra
NSW0097	2021_Bothwell_novogene_S4	NSW0097	Y	HBDecra
NSW0098	2021_Bothwell_novogene_S4	NSW0098	Y	HBDecra
NSW0101	2021_Bothwell_novogene_S4	NSW0101	Y	HBDecra
NSW0105	2021_Bothwell_novogene_S4	NSW0105	Y	HBDecra
NSW0106	2021_Bothwell_novogene_S4	NSW0106	Y	HBDecra
NSW0108	2021_Bothwell_novogene_S4	NSW0108	Y	HBDecra
NSW0113	2021_Bothwell_novogene_S4	NSW0113	Y	HBDecra
NSW0114	2021_Bothwell_novogene_S4	NSW0114	Y	HBDecra
NSW0116	2021_Bothwell_novogene_S4	NSW0116	Y	HBDecra
NSW0118	2021_Bothwell_novogene_S4	NSW0118	Y	HBDecra
NSW0120	2021_Bothwell_novogene_S4	NSW0120	Y	HBDecra
NSW0128_1	2021_Bothwell_novogene_S4	NSW0128_1	Y	HBDecra
NSW0128_2	2021_Bothwell_novogene_S4	NSW0128_2	Y	HBDecra
NSW0128_1	2021_Bothwell_novogene_S4	NSW0128	Y	HBDecra
NSW0128_2	2021_Bothwell_novogene_S4	NSW0128	Y	HBDecra
NSW0129	2021_Bothwell_novogene_S4	NSW0129	Y	HBDecra
NSW0131	2021_Bothwell_novogene_S4	NSW0131	Y	HBDecra
NSW0137	2021_Bothwell_novogene_S4	NSW0137	Y	HBDecra
NSW0142	2021_Bothwell_novogene_S4	NSW0142	Y	HBDecra
NSW0148	2021_Bothwell_novogene_S4	NSW0148	Y	HBDecra
NSW0153	2021_Bothwell_novogene_S4	NSW0153	Y	HBDecra
NSW0159	2021_Bothwell_novogene_S4	NSW0159	Y	HBDecra
NSW0165	2021_Bothwell_novogene_S4	NSW0165	Y	HBDecra
NSW0166	2021_Bothwell_novogene_S4	NSW0166	Y	HBDecra
NSW0170	2021_Bothwell_novogene_S4	NSW0170	Y	HBDecra
NSW0172	2021_Bothwell_novogene_S4	NSW0172	Y	HBDecra
NSW0174	2021_Bothwell_novogene_S4	NSW0174	Y	HBDecra
NSW0175	2021_Bothwell_novogene_S4	NSW0175	Y	HBDecra
NSW0180	2021_Bothwell_novogene_S4	NSW0180	Y	HBDecra
NSW0181	2021_Bothwell_novogene_S4	NSW0181	Y	HBDecra
NSW0185	2021_Bothwell_novogene_S4	NSW0185	Y	HBDecra
NSW0186	2021_Bothwell_novogene_S4	NSW0186	Y	HBDecra
NSW0188	2021_Bothwell_novogene_S4	NSW0188	Y	HBDecra
NSW0189	2021_Bothwell_novogene_S4	NSW0189	Y	HBDecra
NSW0190	2021_Bothwell_novogene_S4	NSW0190	Y	HBDecra
NSW0191	2021_Bothwell_novogene_S4	NSW0191	Y	HBDecra
NSW0197	2021_Bothwell_novogene_S4	NSW0197	Y	HBDecra
NSW0198	2021_Bothwell_novogene_S4	NSW0198	Y	HBDecra
NSW0199	2021_Bothwell_novogene_S4	NSW0199	Y	HBDecra
NSW0200	2021_Bothwell_novogene_S4	NSW0200	Y	HBDecra
NSW0201	2021_Bothwell_novogene_S4	NSW0201	Y	HBDecra
NSW0202	2021_Bothwell_novogene_S4	NSW0202	Y	HBDecra
NSW0205	2021_Bothwell_novogene_S4	NSW0205	Y	HBDecra
NSW0206	2021_Bothwell_novogene_S4	NSW0206	Y	HBDecra
NSW0207_1	2021_Bothwell_novogene_S4	NSW0207_1	Y	HBDecra
NSW0207_2	2021_Bothwell_novogene_S4	NSW0207_2	Y	HBDecra
NSW0207_1	2021_Bothwell_novogene_S4	NSW0207	Y	HBDecra
NSW0207_2	2021_Bothwell_novogene_S4	NSW0207	Y	HBDecra
NSW0213	2021_Bothwell_novogene_S4	NSW0213	Y	HBDecra
NSW0220	2021_Bothwell_novogene_S4	NSW0220	Y	HBDecra
NSW0221	2021_Bothwell_novogene_S4	NSW0221	Y	HBDecra
NSW0222	2021_Bothwell_novogene_S4	NSW0222	Y	HBDecra
NSW0223	2021_Bothwell_novogene_S4	NSW0223	Y	HBDecra
NSW0224	2021_Bothwell_novogene_S4	NSW0224	Y	HBDecra
NSW0225	2021_Bothwell_novogene_S4	NSW0225	Y	HBDecra
NSW0226	2021_Bothwell_novogene_S4	NSW0226	Y	HBDecra
NSW0228	2021_Bothwell_novogene_S4	NSW0228	Y	HBDecra
NSW0229	2021_Bothwell_novogene_S4	NSW0229	Y	HBDecra
NSW0230	2021_Bothwell_novogene_S4	NSW0230	Y	HBDecra
NSW0231	2021_Bothwell_novogene_S4	NSW0231	Y	HBDecra
NSW0232	2021_Bothwell_novogene_S4	NSW0232	Y	HBDecra
NSW0234	2021_Bothwell_novogene_S4	NSW0234	Y	HBDecra
NSW0235	2021_Bothwell_novogene_S4	NSW0235	Y	HBDecra
NSW0249	2021_Bothwell_novogene_S4	NSW0249	Y	HBDecra
NSW0251	2021_Bothwell_novogene_S4	NSW0251	Y	HBDecra
NSW0252	2021_Bothwell_novogene_S4	NSW0252	Y	HBDecra
NSW0254	2021_Bothwell_novogene_S4	NSW0254	Y	HBDecra
NSW0255	2021_Bothwell_novogene_S4	NSW0255	Y	HBDecra
NSW0256	2021_Bothwell_novogene_S4	NSW0256	Y	HBDecra
NSW0257	2021_Bothwell_novogene_S4	NSW0257	Y	HBDecra
NSW0258	2021_Bothwell_novogene_S4	NSW0258	Y	HBDecra
NSW0259	2021_Bothwell_novogene_S4	NSW0259	Y	HBDecra
NSW0260_1	2021_Bothwell_novogene_S4	NSW0260_1	Y	HBDecra
NSW0260_2	2021_Bothwell_novogene_S4	NSW0260_2	Y	HBDecra
NSW0260_1	2021_Bothwell_novogene_S4	NSW0260	Y	HBDecra
NSW0260_2	2021_Bothwell_novogene_S4	NSW0260	Y	HBDecra
NSW0261	2021_Bothwell_novogene_S4	NSW0261	Y	HBDecra
NSW0263	2021_Bothwell_novogene_S4	NSW0263	Y	HBDecra
NSW0264	2021_Bothwell_novogene_S4	NSW0264	Y	HBDecra
NSW0268	2021_Bothwell_novogene_S4	NSW0268	Y	HBDecra
NSW0279	2021_Bothwell_novogene_S4	NSW0279	Y	HBDecra
NSW0287	2021_Bothwell_novogene_S4	NSW0287	Y	HBDecra
NSW0288	2021_Bothwell_novogene_S4	NSW0288	Y	HBDecra
NSW0293	2021_Bothwell_novogene_S4	NSW0293	Y	HBDecra
NSW0294	2021_Bothwell_novogene_S4	NSW0294	Y	HBDecra
NSW0295	2021_Bothwell_novogene_S4	NSW0295	Y	HBDecra
NSW0296	2021_Bothwell_novogene_S4	NSW0296	Y	HBDecra
NSW0297	2021_Bothwell_novogene_S4	NSW0297	Y	HBDecra
NSW0303	2021_Bothwell_novogene_S4	NSW0303	Y	HBDecra
NSW0304	2021_Bothwell_novogene_S4	NSW0304	Y	HBDecra
NSW0305	2021_Bothwell_novogene_S4	NSW0305	Y	HBDecra
NSW0306	2021_Bothwell_novogene_S4	NSW0306	Y	HBDecra
NSW0311	2021_Bothwell_novogene_S4	NSW0311	Y	HBDecra
NSW0319	2021_Bothwell_novogene_S4	NSW0319	Y	HBDecra
NSW0322	2021_Bothwell_novogene_S4	NSW0322	Y	HBDecra
NSW0325	2021_Bothwell_novogene_S4	NSW0325	Y	HBDecra
NSW0334	2021_Bothwell_novogene_S4	NSW0334	Y	HBDecra
NSW0336	2021_Bothwell_novogene_S4	NSW0336	Y	HBDecra
NSW0342	2021_Bothwell_novogene_S4	NSW0342	Y	HBDecra
NSW0344	2021_Bothwell_novogene_S4	NSW0344	Y	HBDecra
NSW0346	2021_Bothwell_novogene_S4	NSW0346	Y	HBDecra
NSW0347	2021_Bothwell_novogene_S4	NSW0347	Y	HBDecra
NSW0349	2021_Bothwell_novogene_S4	NSW0349	Y	HBDecra
NSW0356	2021_Bothwell_novogene_S4	NSW0356	Y	HBDecra
NSW0357	2021_Bothwell_novogene_S4	NSW0357	Y	HBDecra
NSW0358	2021_Bothwell_novogene_S4	NSW0358	Y	HBDecra
NSW0359	2021_Bothwell_novogene_S4	NSW0359	Y	HBDecra
NSW0360	2021_Bothwell_novogene_S4	NSW0360	Y	HBDecra
NSW0361	2021_Bothwell_novogene_S4	NSW0361	Y	HBDecra
NSW0364	2021_Bothwell_novogene_S4	NSW0364	Y	HBDecra
NSW0365	2021_Bothwell_novogene_S4	NSW0365	Y	HBDecra
NSW0367	2021_Bothwell_novogene_S4	NSW0367	Y	HBDecra
NSW0369	2021_Bothwell_novogene_S4	NSW0369	Y	HBDecra
NSW0370	2021_Bothwell_novogene_S4	NSW0370	Y	HBDecra
NSW0374	2021_Bothwell_novogene_S4	NSW0374	Y	HBDecra
NSW0375	2021_Bothwell_novogene_S4	NSW0375	Y	HBDecra
NSW0376	2021_Bothwell_novogene_S4	NSW0376	Y	HBDecra
NSW0377	2021_Bothwell_novogene_S4	NSW0377	Y	HBDecra
NSW0378	2021_Bothwell_novogene_S4	NSW0378	Y	HBDecra
NSW0379	2021_Bothwell_novogene_S4	NSW0379	Y	HBDecra
NSW0380	2021_Bothwell_novogene_S4	NSW0380	Y	HBDecra
NSW0385	2021_Bothwell_novogene_S4	NSW0385	Y	HBDecra
NSW0392	2021_Bothwell_novogene_S4	NSW0392	Y	HBDecra
NSW0394	2021_Bothwell_novogene_S4	NSW0394	Y	HBDecra
NSW0399	2021_Bothwell_novogene_S4	NSW0399	Y	HBDecra
NSW0401	2021_Bothwell_novogene_S4	NSW0401	Y	HBDecra
NSW0402	2021_Bothwell_novogene_S4	NSW0402	Y	HBDecra
NSW0404	2021_Bothwell_novogene_S4	NSW0404	Y	HBDecra
NSW0421	2021_Bothwell_novogene_S4	NSW0421	Y	HBDecra
NSW0424	2021_Bothwell_novogene_S4	NSW0424	Y	HBDecra
NSW0431	2021_Bothwell_novogene_S4	NSW0431	Y	HBDecra
NSW0437	2021_Bothwell_novogene_S4	NSW0437	Y	HBDecra
NSW0438	2021_Bothwell_novogene_S4	NSW0438	Y	HBDecra
NSW0476	2021_Bothwell_novogene_S4	NSW0476	Y	HBDecra
NSW0480	2021_Bothwell_novogene_S4	NSW0480	Y	HBDecra
NSW0481	2021_Bothwell_novogene_S4	NSW0481	Y	HBDecra
NSW0482	2021_Bothwell_novogene_S4	NSW0482	Y	HBDecra
NSW0484	2021_Bothwell_novogene_S4	NSW0484	Y	HBDecra
NSW0486	2021_Bothwell_novogene_S4	NSW0486	Y	HBDecra
NSW0487	2021_Bothwell_novogene_S4	NSW0487	Y	HBDecra
NSW0489	2021_Bothwell_novogene_S4	NSW0489	Y	HBDecra
NSW0490	2021_Bothwell_novogene_S4	NSW0490	Y	HBDecra
NSW0492	2021_Bothwell_novogene_S4	NSW0492	Y	HBDecra
NSW0493	2021_Bothwell_novogene_S4	NSW0493	Y	HBDecra
NSW0494	2021_Bothwell_novogene_S4	NSW0494	Y	HBDecra
NSW0495	2021_Bothwell_novogene_S4	NSW0495	Y	HBDecra
NSW0496	2021_Bothwell_novogene_S4	NSW0496	Y	HBDecra
NSW0497	2021_Bothwell_novogene_S4	NSW0497	Y	HBDecra
NSW0498	2021_Bothwell_novogene_S4	NSW0498	Y	HBDecra
NSW0499	2021_Bothwell_novogene_S4	NSW0499	Y	HBDecra
NSW0500	2021_Bothwell_novogene_S4	NSW0500	Y	HBDecra
NSW0501	2021_Bothwell_novogene_S4	NSW0501	Y	HBDecra
NSW0502	2021_Bothwell_novogene_S4	NSW0502	Y	HBDecra
NSW0503	2021_Bothwell_novogene_S4	NSW0503	Y	HBDecra
NSW0504	2021_Bothwell_novogene_S4	NSW0504	Y	HBDecra
NSW0505	2021_Bothwell_novogene_S4	NSW0505	Y	HBDecra
NSW0506	2021_Bothwell_novogene_S4	NSW0506	Y	HBDecra
NSW0507	2021_Bothwell_novogene_S4	NSW0507	Y	HBDecra
NSW0508	2021_Bothwell_novogene_S4	NSW0508	Y	HBDecra
NSW0509	2021_Bothwell_novogene_S4	NSW0509	Y	HBDecra
NSW0510	2021_Bothwell_novogene_S4	NSW0510	Y	HBDecra
NSW0512	2021_Bothwell_novogene_S4	NSW0512	Y	HBDecra
NSW0513	2021_Bothwell_novogene_S4	NSW0513	Y	HBDecra
NSW0514	2021_Bothwell_novogene_S4	NSW0514	Y	HBDecra
NSW0515	2021_Bothwell_novogene_S4	NSW0515	Y	HBDecra
NSW0516	2021_Bothwell_novogene_S4	NSW0516	Y	HBDecra
NSW0517	2021_Bothwell_novogene_S4	NSW0517	Y	HBDecra
NSW0518	2021_Bothwell_novogene_S4	NSW0518	Y	HBDecra
NSW0519	2021_Bothwell_novogene_S4	NSW0519	Y	HBDecra
NSW0520	2021_Bothwell_novogene_S4	NSW0520	Y	HBDecra
NSW0521	2021_Bothwell_novogene_S4	NSW0521	Y	HBDecra
NSW0523	2021_Bothwell_novogene_S4	NSW0523	Y	HBDecra
NSW0524	2021_Bothwell_novogene_S4	NSW0524	Y	HBDecra
NSW0525	2021_Bothwell_novogene_S4	NSW0525	Y	HBDecra
NSW0526	2021_Bothwell_novogene_S4	NSW0526	Y	HBDecra
NSW0528	2021_Bothwell_novogene_S4	NSW0528	Y	HBDecra
NSW0530	2021_Bothwell_novogene_S4	NSW0530	Y	HBDecra
NSW0531	2021_Bothwell_novogene_S4	NSW0531	Y	HBDecra
NSW0532	2021_Bothwell_novogene_S4	NSW0532	Y	HBDecra
NSW0533	2021_Bothwell_novogene_S4	NSW0533	Y	HBDecra
NSW0538	2021_Bothwell_novogene_S4	NSW0538	Y	HBDecra
NSW0539	2021_Bothwell_novogene_S4	NSW0539	Y	HBDecra
NSW0540	2021_Bothwell_novogene_S4	NSW0540	Y	HBDecra
NSW0544	2021_Bothwell_novogene_S4	NSW0544	Y	HBDecra
NSW0549	2021_Bothwell_novogene_S4	NSW0549	Y	HBDecra
NSW0550	2021_Bothwell_novogene_S4	NSW0550	Y	HBDecra
NSW0551	2021_Bothwell_novogene_S4	NSW0551	Y	HBDecra
NSW0552	2021_Bothwell_novogene_S4	NSW0552	Y	HBDecra
NSW0554	2021_Bothwell_novogene_S4	NSW0554	Y	HBDecra
NSW0555	2021_Bothwell_novogene_S4	NSW0555	Y	HBDecra
NSW0557	2021_Bothwell_novogene_S4	NSW0557	Y	HBDecra
NSW0558	2021_Bothwell_novogene_S4	NSW0558	Y	HBDecra
NSW0559	2021_Bothwell_novogene_S4	NSW0559	Y	HBDecra
NSW0571	2021_Bothwell_novogene_S4	NSW0571	Y	HBDecra
NSW0574_1	2021_Bothwell_novogene_S4	NSW0574_1	Y	HBDecra
NSW0574_2	2021_Bothwell_novogene_S4	NSW0574_2	Y	HBDecra
NSW0574_1	2021_Bothwell_novogene_S4	NSW0574	Y	HBDecra
NSW0574_2	2021_Bothwell_novogene_S4	NSW0574	Y	HBDecra
NSW0575	2021_Bothwell_novogene_S4	NSW0575	Y	HBDecra
NSW0577	2021_Bothwell_novogene_S4	NSW0577	Y	HBDecra
NSW0578	2021_Bothwell_novogene_S4	NSW0578	Y	HBDecra
NSW0581	2021_Bothwell_novogene_S4	NSW0581	Y	HBDecra
NSW0582	2021_Bothwell_novogene_S4	NSW0582	Y	HBDecra
NSW0585	2021_Bothwell_novogene_S4	NSW0585	Y	HBDecra
NSW0586	2021_Bothwell_novogene_S4	NSW0586	Y	HBDecra
NSW0588	2021_Bothwell_novogene_S4	NSW0588	Y	HBDecra
NSW0590	2021_Bothwell_novogene_S4	NSW0590	Y	HBDecra
NSW0595	2021_Bothwell_novogene_S4	NSW0595	Y	HBDecra
NSW0597	2021_Bothwell_novogene_S4	NSW0597	Y	HBDecra
NSW0599	2021_Bothwell_novogene_S4	NSW0599	Y	HBDecra
NSW0602	2021_Bothwell_novogene_S4	NSW0602	Y	HBDecra
NSW0603	2021_Bothwell_novogene_S4	NSW0603	Y	HBDecra
NSW0612	2021_Bothwell_novogene_S4	NSW0612	Y	HBDecra
NSW0615	2021_Bothwell_novogene_S4	NSW0615	Y	HBDecra
NSW0619	2021_Bothwell_novogene_S4	NSW0619	Y	HBDecra
NSW0625	2021_Bothwell_novogene_S4	NSW0625	Y	HBDecra
NSW0628_1	2021_Bothwell_novogene_S4	NSW0628_1	Y	HBDecra
NSW0628_2	2021_Bothwell_novogene_S4	NSW0628_2	Y	HBDecra
NSW0628_1	2021_Bothwell_novogene_S4	NSW0628	Y	HBDecra
NSW0628_2	2021_Bothwell_novogene_S4	NSW0628	Y	HBDecra
NSW0632	2021_Bothwell_novogene_S4	NSW0632	Y	HBDecra
NSW0634	2021_Bothwell_novogene_S4	NSW0634	Y	HBDecra
NSW0635	2021_Bothwell_novogene_S4	NSW0635	Y	HBDecra
NSW0636	2021_Bothwell_novogene_S4	NSW0636	Y	HBDecra
NSW0638	2021_Bothwell_novogene_S4	NSW0638	Y	HBDecra
NSW0640	2021_Bothwell_novogene_S4	NSW0640	Y	HBDecra
NSW0641	2021_Bothwell_novogene_S4	NSW0641	Y	HBDecra
NSW0643	2021_Bothwell_novogene_S4	NSW0643	Y	HBDecra
NSW0645	2021_Bothwell_novogene_S4	NSW0645	Y	HBDecra
NSW0646	2021_Bothwell_novogene_S4	NSW0646	Y	HBDecra
NSW0647	2021_Bothwell_novogene_S4	NSW0647	Y	HBDecra
NSW0648	2021_Bothwell_novogene_S4	NSW0648	Y	HBDecra
NSW0650	2021_Bothwell_novogene_S4	NSW0650	Y	HBDecra
NSW0655	2021_Bothwell_novogene_S4	NSW0655	Y	HBDecra
NSW0658	2021_Bothwell_novogene_S4	NSW0658	Y	HBDecra
NSW0659	2021_Bothwell_novogene_S4	NSW0659	Y	HBDecra
NSW0661	2021_Bothwell_novogene_S4	NSW0661	Y	HBDecra
NSW0669	2021_Bothwell_novogene_S4	NSW0669	Y	HBDecra
NSW0670	2021_Bothwell_novogene_S4	NSW0670	Y	HBDecra
NSW0673	2021_Bothwell_novogene_S4	NSW0673	Y	HBDecra
NSW0675	2021_Bothwell_novogene_S4	NSW0675	Y	HBDecra
NSW0677	2021_Bothwell_novogene_S4	NSW0677	Y	HBDecra
NSW0678	2021_Bothwell_novogene_S4	NSW0678	Y	HBDecra
NSW0681	2021_Bothwell_novogene_S4	NSW0681	Y	HBDecra
NSW0682	2021_Bothwell_novogene_S4	NSW0682	Y	HBDecra
NSW0685	2021_Bothwell_novogene_S4	NSW0685	Y	HBDecra
NSW0687	2021_Bothwell_novogene_S4	NSW0687	Y	HBDecra
NSW0689	2021_Bothwell_novogene_S4	NSW0689	Y	HBDecra
NSW0690	2021_Bothwell_novogene_S4	NSW0690	Y	HBDecra
NSW0696	2021_Bothwell_novogene_S4	NSW0696	Y	HBDecra
NSW0693	2021_Bothwell_novogene_S4	NSW0693	Y	HBDecra
NSW0698	2021_Bothwell_novogene_S4	NSW0698	Y	HBDecra
NSW0701	2021_Bothwell_novogene_S4	NSW0701	Y	HBDecra
NSW0700	2021_Bothwell_novogene_S4	NSW0700	Y	HBDecra
NSW0703	2021_Bothwell_novogene_S4	NSW0703	Y	HBDecra
NSW0704	2021_Bothwell_novogene_S4	NSW0704	Y	HBDecra
NSW0713	2021_Bothwell_novogene_S4	NSW0713	Y	HBDecra
NSW0706_1	2021_Bothwell_novogene_S4	NSW0706_1	Y	HBDecra
NSW0706_2	2021_Bothwell_novogene_S4	NSW0706_2	Y	HBDecra
NSW0706_1	2021_Bothwell_novogene_S4	NSW0706	Y	HBDecra
NSW0706_2	2021_Bothwell_novogene_S4	NSW0706	Y	HBDecra
NSW0725	2021_Bothwell_novogene_S4	NSW0725	Y	HBDecra
NSW0729	2021_Bothwell_novogene_S4	NSW0729	Y	HBDecra
NSW0734	2021_Bothwell_novogene_S4	NSW0734	Y	HBDecra
NSW0740	2021_Bothwell_novogene_S4	NSW0740	Y	HBDecra
NSW0731	2021_Bothwell_novogene_S4	NSW0731	Y	HBDecra
NSW0735	2021_Bothwell_novogene_S4	NSW0735	Y	HBDecra
NSW0741	2021_Bothwell_novogene_S4	NSW0741	Y	HBDecra
NSW0747	2021_Bothwell_novogene_S4	NSW0747	Y	HBDecra
NSW0749	2021_Bothwell_novogene_S4	NSW0749	Y	HBDecra
LBM01A02	BGI_LB1	LBM01A02	Y	LBEmel
LBM01A03	BGI_LB1	LBM01A03	Y	LBEmel
LBM01A09	BGI_LB1	LBM01A09	Y	LBEmel
LBM01A12	BGI_LB1	LBM01A12	Y	LBEmel
LBM01B01	BGI_LB1	LBM01B01	Y	LBEmel
LBM01B02	BGI_LB1	LBM01B02	Y	LBEmel
LBM01B03	BGI_LB1	LBM01B03	Y	LBEmel
LBM01B05	BGI_LB1	LBM01B05	Y	LBEmel
LBM01B06	BGI_LB1	LBM01B06	Y	LBEmel
LBM01B07	BGI_LB1	LBM01B07	Y	LBEmel
LBM01B08	BGI_LB1	LBM01B08	Y	LBEmel
LBM01B09	BGI_LB1	LBM01B09	Y	LBEmel
LBM01B10	BGI_LB1	LBM01B10	Y	LBEmel
LBM01B12	BGI_LB1	LBM01B12	Y	LBEmel
LBM01C01	BGI_LB1	LBM01C01	Y	LBEmel
LBM01C02	BGI_LB1	LBM01C02	Y	LBEmel
LBM01C03	BGI_LB1	LBM01C03	Y	LBEmel
LBM01C04	BGI_LB1	LBM01C04	Y	LBEmel
LBM01C05	BGI_LB1	LBM01C05	Y	LBEmel
LBM01C06	BGI_LB1	LBM01C06	Y	LBEmel
LBM01C08	BGI_LB1	LBM01C08	Y	LBEmel
LBM01C09	BGI_LB1	LBM01C09	Y	LBEmel
LBM01C10	BGI_LB1	LBM01C10	Y	LBEmel
LBM01C12	BGI_LB1	LBM01C12	Y	LBEmel
LBM01D01	BGI_LB1	LBM01D01	Y	LBEmel
LBM01D03	BGI_LB1	LBM01D03	Y	LBEmel
LBM01D05	BGI_LB1	LBM01D05	Y	LBEmel
LBM01D06	BGI_LB1	LBM01D06	Y	LBEmel
LBM01D09	BGI_LB1	LBM01D09	Y	LBEmel
LBM01D10	BGI_LB1	LBM01D10	Y	LBEmel
LBM01D11	BGI_LB1	LBM01D11	Y	LBEmel
LBM01D12	BGI_LB1	LBM01D12	Y	LBEmel
LBM01F01	BGI_LB1	LBM01F01	Y	LBEmel
LBM01F02	BGI_LB1	LBM01F02	Y	LBEmel
LBM01F03	BGI_LB1	LBM01F03	Y	LBEmel
LBM01F05	BGI_LB1	LBM01F05	Y	LBEmel
LBM01F06	BGI_LB1	LBM01F06	Y	LBEmel
LBM01F07	BGI_LB1	LBM01F07	Y	LBEmel
LBM01F09	BGI_LB1	LBM01F09	Y	LBEmel
LBM01F10	BGI_LB1	LBM01F10	Y	LBEmel
LBM01F12	BGI_LB1	LBM01F12	Y	LBEmel
LBM01G01	BGI_LB1	LBM01G01	Y	LBEmel
LBM01G02	BGI_LB1	LBM01G02	Y	LBEmel
LBM01G03	BGI_LB1	LBM01G03	Y	LBEmel
LBM01G05	BGI_LB1	LBM01G05	Y	LBEmel
LBM01G06	BGI_LB1	LBM01G06	Y	LBEmel
LBM01G07	BGI_LB1	LBM01G07	Y	LBEmel
LBM01G08	BGI_LB1	LBM01G08	Y	LBEmel
LBM01G09	BGI_LB1	LBM01G09	Y	LBEmel
LBM01G11	BGI_LB1	LBM01G11	Y	LBEmel
LBM01H05	BGI_LB1	LBM01H05	Y	LBEmel
LBM01H06	BGI_LB1	LBM01H06	Y	LBEmel
LBM01H07	BGI_LB1	LBM01H07	Y	LBEmel
LBM01H08	BGI_LB1	LBM01H08	Y	LBEmel
LBM01H09	BGI_LB1	LBM01H09	Y	LBEmel
LBM01H10	BGI_LB1	LBM01H10	Y	LBEmel
LBM01H11	BGI_LB1	LBM01H11	Y	LBEmel
LBM01H12	BGI_LB1	LBM01H12	Y	LBEmel
LBM02A01	BGI_LB1	LBM02A01	Y	LBEmel
LBM02A03	BGI_LB1	LBM02A03	Y	LBEmel
LBM02A04	BGI_LB1	LBM02A04	Y	LBEmel
LBM02A08	BGI_LB1	LBM02A08	Y	LBEmel
LBM02A10	BGI_LB1	LBM02A10	Y	LBEmel
LBM02B01	BGI_LB1	LBM02B01	Y	LBEmel
LBM02B02	BGI_LB1	LBM02B02	Y	LBEmel
LBM02B03	BGI_LB1	LBM02B03	Y	LBEmel
LBM02B04	BGI_LB1	LBM02B04	Y	LBEmel
LBM02B05	BGI_LB1	LBM02B05	Y	LBEmel
LBM02B06	BGI_LB1	LBM02B06	Y	LBEmel
LBM02B07	BGI_LB1	LBM02B07	Y	LBEmel
LBM02B08	BGI_LB1	LBM02B08	Y	LBEmel
LBM02B09	BGI_LB1	LBM02B09	Y	LBEmel
LBM02B11	BGI_LB1	LBM02B11	Y	LBEmel
LBM02B12	BGI_LB1	LBM02B12	Y	LBEmel
LBM02C01	BGI_LB1	LBM02C01	Y	LBEmel
LBM02C02	BGI_LB1	LBM02C02	Y	LBEmel
LBM02C03	BGI_LB1	LBM02C03	Y	LBEmel
LBM02C04	BGI_LB1	LBM02C04	Y	LBEmel
LBM02C05	BGI_LB1	LBM02C05	Y	LBEmel
LBM02C06	BGI_LB1	LBM02C06	Y	LBEmel
LBM02C07	BGI_LB1	LBM02C07	Y	LBEmel
LBM02C08	BGI_LB1	LBM02C08	Y	LBEmel
LBM02C09	BGI_LB1	LBM02C09	Y	LBEmel
LBM02C10	BGI_LB1	LBM02C10	Y	LBEmel
LBM02C11	BGI_LB1	LBM02C11	Y	LBEmel
LBM02C12	BGI_LB1	LBM02C12	Y	LBEmel
LBM02D01	BGI_LB1	LBM02D01	Y	LBEmel
LBM02D02	BGI_LB1	LBM02D02	Y	LBEmel
